Feature,Coefficient
age,63.36158099357041
lh_bankssts,-2.1701863068465364
lh_caudalanteriorcingulate,1.6648754512822816
lh_caudalmiddlefrontal,1.059992602327472
lh_cuneus,3.434374234680746
lh_entorhinal,-0.7199610447019793
lh_fusiform,-0.3079056649701248
lh_inferiorparietal,-0.06021158636370395
lh_inferiortemporal,-2.863091507076456
lh_isthmuscingulate,2.2614770291650683
lh_lateraloccipital,4.092253881952454
lh_lateralorbitofrontal,-3.6114948570612952
lh_lingual,-0.0
lh_medialorbitofrontal,0.4476145123915182
lh_middletemporal,-0.0
lh_parahippocampal,-0.0
lh_paracentral,-1.4079149067724899
lh_parsopercularis,0.0
lh_parsorbitalis,-0.07565876715707412
lh_parstriangularis,-1.8551016760738257
lh_pericalcarine,2.4226854499471706
lh_postcentral,-1.0113439889151425
lh_posteriorcingulate,0.8413107592875055
lh_precentral,1.3041148678537013
lh_precuneus,-1.3836852078913282
lh_rostralanteriorcingulate,-7.530261045245945
lh_rostralmiddlefrontal,0.03847259621714473
lh_superiorfrontal,1.3065328670843535
lh_superiorparietal,1.2603320034020764
lh_superiortemporal,1.438966519670347
lh_supramarginal,-3.4054831027802335
lh_frontalpole,-2.7878242971641765
lh_temporalpole,2.5503168862190555
lh_transversetemporal,-1.982115901780294
lh_insula,3.352914789557657
rh_bankssts,-2.2025773041209575
rh_caudalanteriorcingulate,3.342183065343075
rh_caudalmiddlefrontal,0.3157267206808332
rh_cuneus,-0.9164912400177777
rh_entorhinal,-0.7158716969850942
rh_fusiform,-0.0
rh_inferiorparietal,-4.736888750774625
rh_inferiortemporal,-4.87765529690231
rh_isthmuscingulate,-0.9948685110943742
rh_lateraloccipital,1.017333201584533
rh_lateralorbitofrontal,0.0
rh_lingual,7.072148289544598
rh_medialorbitofrontal,-2.5476783411759922
rh_middletemporal,0.8163970340228969
rh_parahippocampal,-1.327496710066356
rh_paracentral,-1.126324795699818
rh_parsopercularis,0.0
rh_parsorbitalis,0.0
rh_parstriangularis,1.5933446928008002
rh_pericalcarine,-0.0
rh_postcentral,2.2438677774240263
rh_posteriorcingulate,-0.435889666271774
rh_precentral,0.6380142720445983
rh_precuneus,-1.493947998445924
rh_rostralanteriorcingulate,-4.7196408009203665
rh_rostralmiddlefrontal,-0.0
rh_superiorfrontal,-0.0
rh_superiorparietal,4.397053819995378
rh_superiortemporal,-1.1247043946154973
rh_supramarginal,-1.7736542606416887
rh_frontalpole,-1.271085570139744
rh_temporalpole,0.8492949328944964
rh_transversetemporal,-4.003516248870132
rh_insula,-1.3889722339984083
sex_1,11.577270137049181
assessment_centre_11026,0.1323941924116005
assessment_centre_11027,-0.0
