Feature,Coefficient
age,-1.975366140458685
lh_bankssts,0.04769589637202956
lh_caudalanteriorcingulate,-0.020150790661470894
lh_caudalmiddlefrontal,-0.0
lh_cuneus,-0.009954438037149965
lh_entorhinal,-0.0
lh_fusiform,0.008008739643326511
lh_inferiorparietal,0.054346122758256135
lh_inferiortemporal,0.0796670660284552
lh_isthmuscingulate,0.0
lh_lateraloccipital,-0.10044746088679678
lh_lateralorbitofrontal,0.04217666770649146
lh_lingual,0.0
lh_medialorbitofrontal,0.05068423473551416
lh_middletemporal,-0.02739545526945322
lh_parahippocampal,0.0
lh_paracentral,0.0
lh_parsopercularis,-0.05349596179855587
lh_parsorbitalis,0.011392743495588529
lh_parstriangularis,0.0
lh_pericalcarine,-0.08716168057497335
lh_postcentral,-0.06988364850134611
lh_posteriorcingulate,-0.0
lh_precentral,-0.010232295360238503
lh_precuneus,0.04480071311927177
lh_rostralanteriorcingulate,0.08850167517872203
lh_rostralmiddlefrontal,0.001322236808611556
lh_superiorfrontal,-0.023824683230766395
lh_superiorparietal,-0.0
lh_superiortemporal,-0.0
lh_supramarginal,0.057066129969005355
lh_frontalpole,0.0017642955823904878
lh_temporalpole,-0.018135030472313355
lh_transversetemporal,-0.0
lh_insula,-0.0
rh_bankssts,0.010054114961243754
rh_caudalanteriorcingulate,-0.035846431305801514
rh_caudalmiddlefrontal,-0.0
rh_cuneus,-0.061834444679898064
rh_entorhinal,-0.0
rh_fusiform,0.0
rh_inferiorparietal,0.032044434285752
rh_inferiortemporal,0.09294232359466839
rh_isthmuscingulate,0.04654215209182101
rh_lateraloccipital,-0.012724772211726382
rh_lateralorbitofrontal,0.001164396976611951
rh_lingual,-0.13512173682561532
rh_medialorbitofrontal,0.0
rh_middletemporal,-0.0
rh_parahippocampal,0.04398697494905724
rh_paracentral,0.02049140793418233
rh_parsopercularis,-0.0
rh_parsorbitalis,0.011880764090759641
rh_parstriangularis,0.0
rh_pericalcarine,-0.10220962004496542
rh_postcentral,-0.06652282679017628
rh_posteriorcingulate,0.0
rh_precentral,0.0
rh_precuneus,0.0
rh_rostralanteriorcingulate,0.07425087818080127
rh_rostralmiddlefrontal,0.0
rh_superiorfrontal,-0.05884912240561327
rh_superiorparietal,-0.08400588040105475
rh_superiortemporal,0.0
rh_supramarginal,0.09405691690271367
rh_frontalpole,0.10077211836348145
rh_temporalpole,-0.09363199659548053
rh_transversetemporal,0.09438913590024316
rh_insula,-0.014926345167526655
sex_1,-0.0
assessment_centre_11026,0.0
assessment_centre_11027,-0.037034359981316954
